,class1,class2,domain1,domain2,GT,interdomain,weight_majority,prediction_majority,weight,wikidata,coqex,gpt,prob_lesser,prob_greater,pred,acc
4487,fashion designer,website,occupation,creative_work,-1,True,-1.0,-1.0,-0.9944838812983501,-0.9944838812983501,-0.5,-0.5,0.8017021624409921,0.19829783755900793,-1,1
7196,mobile app,religious text,creative_work,creative_work,1,False,0.9473684210526316,1.0,-0.006338334648416988,-0.006338334648416988,-0.5,0.9981053986752888,0.28876218583405056,0.7112378141659494,1,1
7928,patent,satellite,creative_work,man-made_object,1,True,-1.0,-1.0,-0.981978728080821,-0.981978728080821,0.9982636781343486,0.9982516321543702,0.21992563467739634,0.7800743653226037,1,1
9392,religious text,skyscraper,creative_work,man-made_object,-1,True,-1.0,-1.0,0.011336672559446481,0.011336672559446481,-0.5,-0.5,0.7011422993324437,0.2988577006675563,-1,1
803,airport,play,geographical_entity,creative_work,1,True,0.8947368421052632,1.0,0.5,0.5,-0.5,0.0040703068935757925,0.49872531998205316,0.5012746800179468,1,1
1535,architect,police officer,occupation,occupation,-1,False,0.8421052631578947,1.0,0.9947018666055728,0.9947018666055728,0.001277567023797277,-0.5,0.5055225666688627,0.49447743333113725,-1,1
1082,amphibian,university,species,organization,-1,True,-0.8421052631578947,-1.0,-0.9940430469529008,-0.9940430469529008,0.9997687897489598,-0.002634311553055324,0.4794785907251967,0.5205214092748033,1,0
2819,book,spacecraft,creative_work,man-made_object,1,True,1.0,1.0,0.9847351297224004,0.9847351297224004,0.5,0.9950860068442131,0.1161168248627138,0.8838831751372862,1,1
7649,nurse,industrial robot,occupation,man-made_object,1,True,1.0,1.0,0.9956296472545917,0.9956296472545917,0.5,0.4989974916691046,0.18975838109423504,0.810241618905765,1,1
560,airline pilot,conglomerate,occupation,organization,1,True,0.9473684210526316,1.0,0.9965854029336514,0.9965854029336514,0.9999977711418442,0.9877726897120832,0.08904543956832633,0.9109545604316737,1,1
8432,plant,animation feature film,species,creative_work,1,True,-0.8947368421052632,-1.0,0.020508378127005622,0.020508378127005622,0.9999189264395298,0.5,0.22742347914629724,0.7725765208537028,1,1
9020,politician,merchant ship,occupation,man-made_object,1,True,1.0,1.0,0.9990548327741426,0.9990548327741426,0.5,-0.5,0.43111077934494113,0.5688892206550589,1,1
11480,video game,wind turbine,creative_work,man-made_object,1,True,1.0,1.0,0.9891261686322408,0.9891261686322408,-0.5,-0.002257459446466825,0.43479773214056483,0.5652022678594352,1,1
3425,coal power plant,industrial robot,organization,man-made_object,-1,True,0.9473684210526316,1.0,0.9958705856851062,0.9958705856851062,-0.9999052587225281,-0.9977002690516716,0.7691890414140541,0.23081095858594594,-1,1
2576,bird,phytoplankton,species,species,1,False,0.5789473684210527,1.0,0.5,0.5,-0.9996932569027922,0.0,0.5737891940101996,0.42621080598980043,-1,0
8309,phytoplankton,nurse,species,occupation,-1,True,-1.0,-1.0,-0.9956296472545917,-0.9956296472545917,-0.9993022080449524,-0.9999934988250014,0.9075120174665015,0.0924879825334985,-1,1
4328,fashion designer,board game,occupation,creative_work,1,True,1.0,1.0,0.9983236575712107,0.9983236575712107,-0.010587558684029885,0.4977431007771968,0.24095735785653383,0.7590426421434662,1,1
5867,hospital,travel agency,organization,organization,-1,False,1.0,1.0,0.9999071111449758,0.9999071111449758,-0.5,0.5,0.29745623153901146,0.7025437684609885,1,0
92,NBA player,mobile app,occupation,creative_work,-1,True,0.5789473684210527,1.0,0.5,0.5,0.5,-0.9981310393539011,0.6408721951220819,0.359127804877918,-1,1
2651,bird,university,species,organization,-1,True,-0.8947368421052632,-1.0,0.5,0.5,0.9783157346817875,0.9997024757248594,0.11326792277973896,0.886732077220261,1,0
3515,conglomerate,cooperative,organization,organization,-1,False,-0.5789473684210527,-1.0,-0.5,-0.5,-0.9871602247493783,-0.9990351602180897,0.8815400134945068,0.11845998650549315,-1,1
10256,snake,national park,species,geographical_entity,1,True,-0.7894736842105263,-1.0,0.5,0.5,0.9988336674850395,0.9913960468903723,0.11302287483958051,0.8869771251604195,1,1
11519,volcano,conglomerate,geographical_entity,organization,1,True,0.7368421052631579,1.0,0.9919334389761051,0.9919334389761051,0.9995832385836139,-0.9860468776661877,0.5002958228583636,0.49970417714163634,-1,0
7256,national dance,percussion instrument,creative_work,man-made_object,-1,True,-1.0,-1.0,-0.5,-0.5,-0.999369952611538,0.0029363764337321796,0.6973589491065727,0.3026410508934273,-1,1
6074,insect,satellite,species,man-made_object,1,True,-0.8947368421052632,-1.0,0.5,0.5,0.9969680830516761,0.9973744190845841,0.11243005288625074,0.8875699471137493,1,1
1544,architect,religious text,occupation,creative_work,1,True,1.0,1.0,0.9981285103139956,0.9981285103139956,0.5,0.0,0.29619853928390916,0.7038014607160908,1,1
1994,bacteria,researcher,species,occupation,1,True,-1.0,-1.0,-0.5,-0.5,-0.9974362570413073,-0.5,0.8062312101660027,0.19376878983399728,-1,0
563,airline pilot,cooperative,occupation,organization,-1,True,1.0,1.0,0.9964770767242082,0.9964770767242082,0.9999772555683795,0.0,0.23823569053294857,0.7617643094670514,1,0
1133,ancient civilization,cryptocurrency exchange,geographical_entity,organization,-1,True,-0.8421052631578947,-1.0,-0.5,-0.5,-0.5,0.9759905775365694,0.35245620075689643,0.6475437992431036,1,0
2063,bank,animation feature film,organization,creative_work,1,True,-0.6842105263157895,-1.0,-0.5,-0.5,0.9872208167324982,0.9752337829734072,0.1834404366264395,0.8165595633735605,1,1
6635,lake,publisher,geographical_entity,organization,1,True,0.6842105263157895,1.0,0.5,0.5,-0.5,0.9918796642540681,0.23720934385898573,0.7627906561410143,1,1
2630,bird,spacecraft,species,man-made_object,1,True,0.5263157894736842,1.0,0.5,0.5,0.5,0.4998117647896102,0.2342678970371298,0.7657321029628702,1,1
6218,island,mobile app,geographical_entity,creative_work,-1,True,1.0,1.0,0.9968579351447958,0.9968579351447958,0.5,-0.9980687400465957,0.5769441556293249,0.4230558443706751,-1,1
6884,lawyer,wind turbine,occupation,man-made_object,1,True,1.0,1.0,0.9850816442862682,0.9850816442862682,0.9999030187636816,-0.003580820563698406,0.24013289619079037,0.7598671038092096,1,1
5624,highway,coal power plant,geographical_entity,organization,-1,True,-0.8947368421052632,-1.0,-0.984637323660412,-0.984637323660412,-0.5,0.9994232562431624,0.4076660160021137,0.5923339839978863,1,0
1334,animation studio,merchant ship,organization,man-made_object,-1,True,0.7368421052631579,1.0,-0.5,-0.5,-0.5,-0.9999991383265999,0.847878831364439,0.15212116863556105,-1,1
8609,plant,song,species,creative_work,-1,True,-0.8947368421052632,-1.0,-0.9841562230791037,-0.9841562230791037,0.9872388195960392,-0.5,0.6237574437115436,0.37624255628845643,-1,1
6854,lawyer,space station,occupation,man-made_object,1,True,1.0,1.0,0.9851203816531104,0.9851203816531104,0.9999127375762682,0.997221441695813,0.08865120252506564,0.9113487974749344,1,1
8717,play,wind turbine,creative_work,man-made_object,-1,True,1.0,1.0,0.9968826890026303,0.9968826890026303,-0.5,-0.9780812230065645,0.7073051716054095,0.29269482839459054,-1,1
4244,desert,religious text,geographical_entity,creative_work,1,True,0.5263157894736842,1.0,-0.5,-0.5,-0.5,-0.5,0.755730828354536,0.244269171645464,-1,0
9797,river,zoo,geographical_entity,geographical_entity,1,False,1.0,1.0,0.9972226297967899,0.9972226297967899,0.5,0.9917811494509243,0.11582301261016215,0.8841769873898379,1,1
5561,grass,volcano,species,geographical_entity,-1,True,-0.8421052631578947,-1.0,0.5,0.5,0.9999999999999891,0.9999949643239319,0.11194289996758011,0.8880571000324199,1,0
9176,public library,observatory,organization,man-made_object,1,True,0.8947368421052632,1.0,0.9918868346901997,0.9918868346901997,-0.006517897546818585,0.9896671278593452,0.15116173396089838,0.8488382660391016,1,1
11087,tree,castle,species,geographical_entity,-1,True,-0.8947368421052632,-1.0,-0.9893522087411698,-0.9893522087411698,0.5,0.5,0.40643122627692485,0.5935687737230751,1,0
1538,architect,public library,occupation,organization,1,True,0.5789473684210527,1.0,0.5,0.5,0.5,-0.5,0.49817629319429735,0.5018237068057027,1,1
1688,astronaut,hospital,occupation,organization,-1,True,-1.0,-1.0,-0.9998691407064562,-0.9998691407064562,0.01877194603616078,-0.9999998707807032,0.8428421394609306,0.1571578605390694,-1,1
11444,video game,play,creative_work,creative_work,1,False,0.8947368421052632,1.0,0.9868548211817084,0.9868548211817084,-0.5,-0.0022547516877567952,0.43509898999297947,0.5649010100070205,1,1
9539,researcher,painting,occupation,creative_work,1,True,-0.8947368421052632,-1.0,0.5,0.5,0.9973192275528928,0.5,0.18530519705445325,0.8146948029455467,1,1
3830,dam,cooperative,geographical_entity,organization,-1,True,1.0,1.0,0.5,0.5,0.5,-0.9969186757311634,0.6405436269641098,0.3594563730358901,-1,1
365,actor,smartphone,occupation,man-made_object,-1,True,1.0,1.0,0.9995422530638491,0.9995422530638491,0.5,-0.9997819929854834,0.577081953671067,0.422918046328933,-1,1
3152,castle,national dance,geographical_entity,creative_work,1,True,0.8421052631578947,1.0,0.9896424058835781,0.9896424058835781,0.9756116593002553,0.9999999963700176,0.0893612238816589,0.9106387761183411,1,1
395,actor,volcano,occupation,geographical_entity,1,True,1.0,1.0,0.9995228904339909,0.9995228904339909,0.5,0.5,0.1892535532968873,0.8107464467031127,1,1
10304,snake,religious text,species,creative_work,1,True,-0.5263157894736843,-1.0,-0.5,-0.5,0.5,-0.5,0.6303641902325214,0.36963580976747856,-1,0
9125,politician,wind turbine,occupation,man-made_object,1,True,1.0,1.0,0.9990544405196199,0.9990544405196199,0.5,-0.9797084344237418,0.5713686361280039,0.4286313638719961,-1,0
8441,plant,astronaut,species,occupation,1,True,-0.7894736842105263,-1.0,0.5,0.5,0.9999174871782214,0.5,0.18507167186405304,0.814928328135947,1,1
347,actor,researcher,occupation,occupation,-1,False,1.0,1.0,-0.0004726909160058246,-0.0004726909160058246,-0.9874473547445719,-0.9868326392940598,0.8484658475703847,0.15153415242961532,-1,1
4571,fast food restaurant,song,organization,creative_work,-1,True,-1.0,-1.0,-0.4895109331904444,-0.4895109331904444,0.5,-0.5,0.629040825195352,0.370959174804648,-1,1
6620,lake,painting,geographical_entity,creative_work,1,True,0.7894736842105263,1.0,-0.5,-0.5,0.5,-0.5,0.6303641902325214,0.36963580976747856,-1,0
374,actor,spacecraft,occupation,man-made_object,1,True,1.0,1.0,0.9995418689357736,0.9995418689357736,0.5,-0.5,0.43104615042924865,0.5689538495707513,1,1
1247,animation feature film,helicopter,creative_work,man-made_object,-1,True,1.0,1.0,0.9812625727650817,0.9812625727650817,-0.9997927637504145,-0.9999999942332871,0.7710557614084649,0.2289442385915351,-1,1
1595,architect,wind turbine,occupation,man-made_object,1,True,1.0,1.0,0.998140978834128,0.998140978834128,0.5,-0.5,0.4312320526243243,0.5687679473756757,1,1
11318,university,helicopter,organization,man-made_object,-1,True,1.0,1.0,0.9991235920264746,0.9991235920264746,-0.99918512939088,-0.9974543438783551,0.7687487077657256,0.23125129223427449,-1,1
212,actor,architect,occupation,occupation,1,False,1.0,1.0,0.9988836296068696,0.9988836296068696,-0.5,0.0,0.43284819376827965,0.5671518062317203,1,1
8021,physicist,cooperative,occupation,organization,-1,True,1.0,1.0,0.9986562740531294,0.9986562740531294,-0.5,0.5,0.2975976850368315,0.7024023149631685,1,0
8477,plant,cryptocurrency exchange,species,organization,1,True,-0.7894736842105263,-1.0,0.5,0.5,0.9999021188291666,0.5,0.18507305246454342,0.8149269475354566,1,1
2954,butterfly,merchant ship,species,man-made_object,-1,True,-0.5789473684210527,-1.0,0.5,0.5,0.5,-0.5,0.49817629319429735,0.5018237068057027,1,0
8951,politician,book,occupation,creative_work,-1,True,1.0,1.0,0.9972460913965794,0.9972460913965794,0.5,-0.995085932052839,0.5760355145321986,0.4239644854678014,-1,1
11288,university,board game,organization,creative_work,-1,True,1.0,1.0,0.9990991395754218,0.9990991395754218,0.5,0.5,0.1892887358693357,0.8107112641306643,1,0
3308,city,national park,geographical_entity,geographical_entity,1,False,0.8421052631578947,1.0,0.5,0.5,0.5,0.9813717855454314,0.1478827150729075,0.8521172849270925,1,1
3440,coal power plant,oil tanker,organization,man-made_object,-1,True,0.8947368421052632,1.0,0.9957789785748195,0.9957789785748195,0.5,-0.4999989057674191,0.4315452247760091,0.5684547752239909,1,0
8843,police officer,play,occupation,creative_work,1,True,0.8947368421052632,1.0,-0.019821984311180985,-0.019821984311180985,0.9955884495650801,0.5,0.2317392948448167,0.7682607051551833,1,1
4139,desert,ancient civilization,geographical_entity,geographical_entity,1,False,0.5789473684210527,1.0,0.9961588022135865,0.9961588022135865,-0.5,-0.9768885874733768,0.707095534747054,0.292904465252946,-1,0
10040,scientific paper,animation feature film,creative_work,creative_work,1,False,-1.0,-1.0,0.01859317669108901,0.01859317669108901,-0.5,0.9995827665552911,0.28564454484756385,0.7143554551524361,1,1
2894,butterfly,conglomerate,species,organization,1,True,-0.736842105263158,-1.0,0.5,0.5,0.5,-0.0019568942680576185,0.3558005822651914,0.6441994177348086,1,1
5963,insect,fast food restaurant,species,organization,1,True,-0.7894736842105263,-1.0,0.0,0.0,0.9945067193100806,0.9972017763717308,0.14258917990801667,0.8574108200919833,1,1
1502,architect,mobile app,occupation,creative_work,-1,True,1.0,1.0,0.9980327829379221,0.9980327829379221,0.5,-0.9979485615672214,0.576754454075775,0.42324554592422503,-1,1
7211,mobile app,song,creative_work,creative_work,-1,False,-0.8421052631578947,-1.0,-0.9844653853721455,-0.9844653853721455,-0.5,0.9975335988784155,0.408180856241775,0.591819143758225,1,0
5900,insect,animation feature film,species,creative_work,1,True,-0.8947368421052632,-1.0,0.5,0.5,0.997031484228404,0.997365872315479,0.11242728855616724,0.8875727114438328,1,1
11888,zoo,coal power plant,geographical_entity,organization,1,True,0.631578947368421,1.0,0.5,0.5,-0.5,0.5,0.356874963485483,0.643125036514517,1,1
1916,bacteria,hospital,species,organization,1,True,-1.0,-1.0,-0.9999089356628278,-0.9999089356628278,0.019836596323591804,-0.5,0.748432474100948,0.2515675258990519,-1,0
9452,researcher,castle,occupation,geographical_entity,1,True,-0.5263157894736842,-1.0,0.012945580547256808,0.012945580547256808,0.9973065848253138,0.9877066271017343,0.14289587589778574,0.8571041241022143,1,1
6479,journalist,smartphone,occupation,man-made_object,-1,True,1.0,1.0,0.9991783627320148,0.9991783627320148,0.5,-0.9997820142347712,0.5771300121225196,0.4228699878774805,-1,1
6962,mammal,cryptocurrency exchange,species,organization,1,True,0.5789473684210527,1.0,0.5,0.5,0.5,0.9999999992617252,0.145140416466492,0.854859583533508,1,1
4739,fish,castle,species,geographical_entity,-1,True,-0.9473684210526316,-1.0,-0.989322290792291,-0.989322290792291,0.988688959985623,0.9978353215663762,0.22167476011545983,0.7783252398845402,1,0
3845,dam,formula one circuit,geographical_entity,man-made_object,1,True,1.0,1.0,0.5,0.5,0.9978398430661657,0.9999974446199432,0.11207058281242177,0.8879294171875782,1,1
4628,film,observatory,creative_work,man-made_object,1,True,1.0,1.0,0.9986172835220202,0.9986172835220202,-0.5,0.9999988858665401,0.1904038335983974,0.8095961664016026,1,1
9002,politician,hospital,occupation,organization,1,True,1.0,1.0,0.9985948952673835,0.9985948952673835,0.5,-0.5,0.43117181446709285,0.5688281855329071,1,1
11564,volcano,mobile app,geographical_entity,creative_work,-1,True,0.631578947368421,1.0,0.9853602890181832,0.9853602890181832,0.5,-0.9981316730061001,0.5784799297580439,0.4215200702419562,-1,1
4343,fashion designer,conglomerate,occupation,organization,1,True,0.9473684210526316,1.0,0.9979119670151332,0.9979119670151332,-0.010495892749695979,-0.017090291964802384,0.3679178570533628,0.6320821429466372,1,1
6173,island,conglomerate,geographical_entity,organization,1,True,1.0,1.0,0.9968877260739903,0.9968877260739903,0.4924383044305014,0.9884256459222104,0.11671030893638212,0.8832896910636179,1,1
11765,world heritage site,formula one circuit,geographical_entity,man-made_object,1,True,-1.0,-1.0,-0.988835384289213,-0.988835384289213,0.5,0.9922630979796001,0.2771673425944282,0.7228326574055718,1,1
9443,researcher,bicycle,occupation,man-made_object,-1,True,0.9473684210526316,1.0,0.5,0.5,-0.5,-0.9901088656529833,0.7623020733847736,0.23769792661522635,-1,1
10142,snake,architect,species,occupation,-1,True,-0.9473684210526316,-1.0,-0.9977837685358394,-0.9977837685358394,-0.5,-0.5,0.8019858583637527,0.19801414163624734,-1,1
10751,spider,wind turbine,species,man-made_object,-1,True,0.8421052631578947,1.0,0.9935397753202676,0.9935397753202676,-0.5,-0.5,0.5796406482892706,0.4203593517107293,-1,1
6566,lake,cryptocurrency exchange,geographical_entity,organization,1,True,1.0,1.0,0.5,0.5,-0.5,0.9927574049120442,0.2370224176182295,0.7629775823817705,1,1
2522,bird,insect,species,species,-1,False,0.5263157894736842,1.0,-0.5,-0.5,-0.996991487365986,-0.9972213731891436,0.881927982078171,0.11807201792182893,-1,1
1424,architect,animation feature film,occupation,creative_work,1,True,0.8421052631578947,1.0,0.5,0.5,0.5,0.5,0.23422814587958585,0.7657718541204142,1,1
5303,fungus,spider,species,species,1,False,-1.0,-1.0,0.006109197368116992,0.006109197368116992,0.5,-0.9799396584364879,0.6952896313605832,0.30471036863941675,-1,0
11762,world heritage site,football club,geographical_entity,organization,-1,True,-1.0,-1.0,-0.9997851780116453,-0.9997851780116453,0.5,0.004928989983421783,0.5522462629681473,0.44775373703185267,-1,1
545,airline pilot,board game,occupation,creative_work,1,True,1.0,1.0,0.9968037363896762,0.9968037363896762,0.9999977696864273,0.9877958486197744,0.08903364606872732,0.9109663539312727,1,1
11648,volcano,world heritage site,geographical_entity,geographical_entity,1,False,0.9473684210526316,1.0,0.9955111573876358,0.9955111573876358,-0.5,-0.5,0.5793807256167246,0.4206192743832754,-1,0
7559,nuclear power plant,university,geographical_entity,organization,-1,True,-1.0,-1.0,-0.998815554488229,-0.998815554488229,-0.5,-0.9951440929776543,0.8789198374170558,0.12108016258294421,-1,1
602,airline pilot,island,occupation,geographical_entity,1,True,-0.9473684210526316,-1.0,-0.9947962268184218,-0.9947962268184218,0.9999973327627962,0.5,0.33768927813702143,0.6623107218629786,1,1
5612,highway,bank,geographical_entity,organization,-1,True,-0.8947368421052632,-1.0,-0.9955544357001072,-0.9955544357001072,-0.5,0.9991383250376344,0.4091742646199439,0.5908257353800561,1,0
2156,bank,spacecraft,organization,man-made_object,1,True,1.0,1.0,0.9998345974065358,0.9998345974065358,0.5,-0.5,0.43100730696169187,0.5689926930383081,1,1
11192,tree,play,species,creative_work,1,True,-0.9473684210526316,-1.0,-0.9956696380295702,-0.9956696380295702,0.5,0.5,0.4072561123412666,0.5927438876587334,1,1
8354,phytoplankton,satellite,species,man-made_object,1,True,-1.0,-1.0,-0.9881729281297732,-0.9881729281297732,0.9990057395539518,0.999858305114145,0.2201003307040167,0.7798996692959833,1,1
1709,astronaut,national dance,occupation,creative_work,1,True,0.9473684210526316,1.0,0.5,0.5,0.9999984892581049,-0.9999999764351601,0.5704127666098566,0.42958723339014343,-1,0
6494,journalist,tea company,occupation,organization,1,True,1.0,1.0,0.9991786230761353,0.9991786230761353,0.9958772579857074,0.9998521888637733,0.08798290954527721,0.9120170904547228,1,1
4619,film,merchant ship,creative_work,man-made_object,1,True,1.0,1.0,0.9986270587608332,0.9986270587608332,-0.5,-0.021899481037725987,0.4392222816498317,0.5607777183501683,1,1
1694,astronaut,island,occupation,geographical_entity,-1,True,-1.0,-1.0,-0.9967008256551664,-0.9967008256551664,0.013053352744168412,-0.9975989635803617,0.8426917830252794,0.15730821697472067,-1,1
5702,highway,scientific paper,geographical_entity,creative_work,-1,True,0.6842105263157895,1.0,-0.0153625344225361,-0.0153625344225361,0.5,-0.9995371064637131,0.702588890280933,0.2974111097190671,-1,1
1076,amphibian,travel agency,species,organization,-1,True,0.5789473684210527,1.0,0.5,0.5,-0.9841949336906799,-0.5,0.706146951539036,0.2938530484609641,-1,1
6179,island,cryptocurrency exchange,geographical_entity,organization,1,True,1.0,1.0,0.9969143781677228,0.9969143781677228,-0.5,0.9976151885706919,0.19097912423571894,0.8090208757642811,1,1
6740,lawyer,cooperative,occupation,organization,1,True,1.0,1.0,0.9849729253912396,0.9849729253912396,0.9998257526839804,0.9970542284521255,0.08867774271503015,0.9113222572849698,1,1
3566,conglomerate,religious text,organization,creative_work,1,True,0.5263157894736842,1.0,-0.5,-0.5,-0.5,0.5,0.488032456996901,0.511967543003099,1,1
5525,grass,skyscraper,species,man-made_object,1,True,-0.8947368421052632,-1.0,0.5,0.5,0.9999999999999908,0.5,0.18506425954213113,0.8149357404578689,1,1
8912,politician,NBA player,occupation,occupation,1,False,1.0,1.0,0.9989653204483047,0.9989653204483047,0.5,-0.5,0.4311226577420134,0.5688773422579866,1,1
10472,space station,smartphone,man-made_object,man-made_object,-1,False,-0.8947368421052632,-1.0,-0.5,-0.5,0.5,-0.9997820175076226,0.7543909666922071,0.24560903330779296,-1,1
4769,fish,fast food restaurant,species,organization,-1,True,-0.9473684210526316,-1.0,0.0,0.0,-0.9960929809639618,-0.5,0.7603077784375103,0.23969222156248968,-1,1
6917,mammal,animation studio,species,organization,1,True,-0.5263157894736843,-1.0,0.5,0.5,0.999560516305503,0.9999999990042461,0.1119683364324019,0.8880316635675981,1,1
8690,play,satellite,creative_work,man-made_object,1,True,-0.5789473684210527,-1.0,0.5,0.5,-0.5,-4.31568809002858e-05,0.4999360060730019,0.5000639939269981,1,1
6158,island,board game,geographical_entity,creative_work,-1,True,1.0,1.0,0.9969055181420585,0.9969055181420585,-0.00769268073681878,0.9879495684325217,0.15116254656766503,0.848837453432335,1,0
6062,insect,publisher,species,organization,1,True,-0.9473684210526316,-1.0,0.0028195440025922114,0.0028195440025922114,0.9954039723657497,0.997361915693057,0.1423144987410374,0.8576855012589626,1,1
3512,conglomerate,book,organization,creative_work,-1,True,-1.0,-1.0,-0.9846391108297394,-0.9846391108297394,-0.5,-0.9950859720027618,0.8780938437033492,0.12190615629665086,-1,1
2075,bank,book,organization,creative_work,-1,True,-1.0,-1.0,-0.9833736714686514,-0.9833736714686514,0.5,-0.9950859795414596,0.7986989059628262,0.20130109403717372,-1,1
9974,school teacher,public library,occupation,organization,1,True,-0.8947368421052632,-1.0,-0.9905763152422472,-0.9905763152422472,0.9970207860168567,1.0,0.2204981273353399,0.7795018726646601,1,1
1850,bacteria,bee,species,species,1,False,-1.0,-1.0,0.5,0.5,-0.9999999999826912,-0.5,0.7080966012655852,0.2919033987344149,-1,0
7787,oil tanker,bicycle,man-made_object,man-made_object,-1,False,-0.7894736842105263,-1.0,0.9801006326898698,0.9801006326898698,-0.5,-0.9901965400505048,0.7121143847032188,0.2878856152967813,-1,1
8081,physicist,national dance,occupation,creative_work,1,True,1.0,1.0,0.9987414530598391,0.9987414530598391,0.9998875758282376,0.5,0.1477705073916643,0.8522294926083357,1,1
6275,island,spacecraft,geographical_entity,man-made_object,-1,True,1.0,1.0,0.9969112377107816,0.9969112377107816,-0.5,-0.0057110428929486035,0.43476175022298635,0.5652382497770136,1,0
3341,city,satellite,geographical_entity,man-made_object,1,True,0.7368421052631579,1.0,0.983522041879842,0.983522041879842,-0.5,0.9811057044508469,0.19513580126932584,0.8048641987306742,1,1
10364,snake,website,species,creative_work,-1,True,-0.9473684210526316,-1.0,-0.9990358131903923,-0.9990358131903923,-0.5,-0.5,0.8020934183757753,0.19790658162422464,-1,1
10343,snake,tea company,species,organization,1,True,0.5789473684210527,1.0,0.5,0.5,-0.5,0.5,0.356874963485483,0.643125036514517,1,1
10613,spider,highway,species,geographical_entity,1,True,0.7368421052631579,1.0,0.9818016626628387,0.9818016626628387,0.5,-0.5,0.4334017455367949,0.5665982544632051,1,1
7331,national park,football club,geographical_entity,organization,-1,True,-0.9473684210526316,-1.0,-0.9995825253140904,-0.9995825253140904,0.5,-0.9943428844977193,0.7999653196190791,0.2000346803809209,-1,1
8213,phytoplankton,bank,species,organization,-1,True,-1.0,-1.0,-0.9998629897943678,-0.9998629897943678,0.9999999995665299,0.9993247451486151,0.22119420248373134,0.7788057975162687,1,0
2786,book,painting,creative_work,creative_work,1,False,0.8947368421052632,1.0,-0.5,-0.5,-0.5,0.5,0.488032456996901,0.511967543003099,1,1
10346,snake,technological invention,species,creative_work,1,True,0.5263157894736842,1.0,0.5,0.5,0.9993197445499302,0.5,0.18512537535012152,0.8148746246498785,1,1
7817,oil tanker,wind turbine,man-made_object,man-made_object,-1,False,-0.8421052631578947,-1.0,0.5,0.5,-0.5,-0.9805624801494706,0.7602596116876033,0.23974038831239677,-1,1
4145,desert,animation studio,geographical_entity,organization,-1,True,-0.5789473684210527,-1.0,0.5,0.5,-0.5,-0.9985455828849659,0.7640971264117526,0.23590287358824738,-1,1
1202,ancient civilization,smartphone,geographical_entity,man-made_object,-1,True,-0.736842105263158,-1.0,0.0,0.0,0.5,-0.999782015794177,0.7009095042592793,0.29909049574072066,-1,1
6653,lake,song,geographical_entity,creative_work,-1,True,0.9473684210526316,1.0,0.5,0.5,0.5,-0.5,0.49817629319429735,0.5018237068057027,1,0
4595,fast food restaurant,wind turbine,organization,man-made_object,1,True,-0.736842105263158,-1.0,0.0,0.0,0.997533906861453,-0.5,0.49172418779116644,0.5082758122088336,1,1
1109,ancient civilization,animation studio,geographical_entity,organization,-1,True,-0.8947368421052632,-1.0,-0.9767201611974192,-0.9767201611974192,-0.5,0.5,0.5523231765088013,0.4476768234911988,-1,1
1370,animation studio,scientific paper,organization,creative_work,-1,True,0.7368421052631579,1.0,-0.022185103643933002,-0.022185103643933002,0.5,-0.9995839463191751,0.7033711895230977,0.29662881047690226,-1,1
8669,play,merchant ship,creative_work,man-made_object,-1,True,1.0,1.0,0.9972159454941483,0.9972159454941483,-0.5,-0.5,0.5791559173114045,0.4208440826885955,-1,1
6590,lake,highway,geographical_entity,geographical_entity,1,False,1.0,1.0,0.5,0.5,0.5,-0.5,0.49817629319429735,0.5018237068057027,1,1
6647,lake,skyscraper,geographical_entity,man-made_object,1,True,0.7894736842105263,1.0,0.5,0.5,0.5,0.9892343995695088,0.14672005630386042,0.8532799436961396,1,1
1079,amphibian,tree,species,species,-1,False,0.631578947368421,1.0,0.5,0.5,-0.5,-0.5,0.6429842009369173,0.35701579906308273,-1,1
5330,fungus,website,species,creative_work,-1,True,-1.0,-1.0,0.00048270178474330017,0.00048270178474330017,-0.5,-0.5,0.702371441917971,0.2976285580820291,-1,1
2216,bee,board game,species,creative_work,-1,True,-1.0,-1.0,0.008086930887954424,0.008086930887954424,0.9999999999881629,1.0,0.1412566685349601,0.8587433314650399,1,0
4859,fish,politician,species,occupation,-1,True,-1.0,-1.0,-0.999053280551376,-0.999053280551376,-0.5,0.9921473687766555,0.4116238699438569,0.5883761300561431,1,0
9170,public library,mobile app,organization,creative_work,-1,True,0.8421052631578947,1.0,0.9918909328018881,0.9918909328018881,0.0,-0.9980406717393494,0.6481034866686644,0.35189651333133565,-1,1
6035,insect,patent,species,creative_work,1,True,-0.736842105263158,-1.0,0.5,0.5,0.990573876759322,-0.5,0.4256802500312852,0.5743197499687148,1,1
11858,world heritage site,website,geographical_entity,creative_work,-1,True,-1.0,-1.0,-0.9995270607980384,-0.9995270607980384,-0.5,-0.5,0.8021356082010028,0.19786439179899717,-1,1
2933,butterfly,highway,species,geographical_entity,1,True,-0.8421052631578947,-1.0,0.5,0.5,0.5,-0.9982139106336412,0.6408946496223781,0.3591053503776219,-1,0
11234,tree,space station,species,man-made_object,1,True,-0.8421052631578947,-1.0,0.5,0.5,0.5,0.9802983203380635,0.14804203968410923,0.8519579603158908,1,1
5975,insect,formula one circuit,species,man-made_object,1,True,-0.8947368421052632,-1.0,0.5,0.5,0.997031486600387,0.9973757412457203,0.1124261290275631,0.8875738709724369,1,1
